sku,variant_id,item_class,family,subfamily,product_type,product_name,species_group,allowed_alternates,substitution_policy,lumber_grade,design_grade,moisture_condition,thickness_in,width_in,depth_in,length_in,diameter_in,nominal_size_text,actual_size_text,uom_takeoff,uom_purchase,lf_per_piece,bf_per_piece,sf_per_sheet,coverage_sf,count_per_box,lb_per_box,awpa_uc,retention_pcf,preservative_type,panel_width_in,panel_length_in,span_rating,exposure_class,edge_type,ps_standard,manufacturer,series,model,connector_type,finish,mount_type,seat_depth,skewable,joist_size_fit,fastener_coating,shank_type,head_type,angle_deg,collation_type,roll_width_ft,roll_length_ft,tape_width_in,adhesive_type,application_tags,irc_reference,requires_quote,spec_inputs,vendor_id,vendor_sku,vendor_sku_desc,price,price_uom,price_effective_date,stock_status,lead_time_days,min_order_qty,notes
DFL-3X-1027,DFL-3x4-12FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x4x12' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,3.5,,144,,3x4,2.5x3.5,LF,EA,12,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1028,DFL-3x4-16FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x4x16' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,3.5,,192,,3x4,2.5x3.5,LF,EA,16,11.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1029,DFL-3x4-20FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x4x20' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,3.5,,240,,3x4,2.5x3.5,LF,EA,20,14.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1030,DFL-3x6-8FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x6x8' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,5.5,,96,,3x6,2.5x5.5,LF,EA,8,9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1031,DFL-3x6-10FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x6x10' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,5.5,,120,,3x6,2.5x5.5,LF,EA,10,11.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1032,DFL-3x6-12FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x6x12' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,5.5,,144,,3x6,2.5x5.5,LF,EA,12,13.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1033,DFL-3x6-16FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x6x16' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,5.5,,192,,3x6,2.5x5.5,LF,EA,16,18.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1034,DFL-3x6-20FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x6x20' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,5.5,,240,,3x6,2.5x5.5,LF,EA,20,22.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1035,DFL-3x8-8FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x8x8' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,7.25,,96,,3x8,2.5x7.25,LF,EA,8,12.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1036,DFL-3x8-10FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x8x10' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,7.25,,120,,3x8,2.5x7.25,LF,EA,10,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1037,DFL-3x8-12FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x8x12' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,7.25,,144,,3x8,2.5x7.25,LF,EA,12,18.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1038,DFL-3x8-16FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x8x16' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,7.25,,192,,3x8,2.5x7.25,LF,EA,16,24.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1039,DFL-3x8-20FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x8x20' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,7.25,,240,,3x8,2.5x7.25,LF,EA,20,30.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1040,DFL-3x10-8FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x10x8' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,9.25,,96,,3x10,2.5x9.25,LF,EA,8,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1041,DFL-3x10-10FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x10x10' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,9.25,,120,,3x10,2.5x9.25,LF,EA,10,19.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1042,DFL-3x10-12FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x10x12' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,9.25,,144,,3x10,2.5x9.25,LF,EA,12,23.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1043,DFL-3x10-16FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x10x16' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,9.25,,192,,3x10,2.5x9.25,LF,EA,16,30.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1044,DFL-3x10-20FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x10x20' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,9.25,,240,,3x10,2.5x9.25,LF,EA,20,38.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1045,DFL-3x12-8FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x12x8' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,11.25,,96,,3x12,2.5x11.25,LF,EA,8,18.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1046,DFL-3x12-10FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x12x10' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,11.25,,120,,3x12,2.5x11.25,LF,EA,10,23.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1047,DFL-3x12-12FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x12x12' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,11.25,,144,,3x12,2.5x11.25,LF,EA,12,28.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1048,DFL-3x12-16FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x12x16' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,11.25,,192,,3x12,2.5x11.25,LF,EA,16,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
DFL-3X-1049,DFL-3x12-20FT,dimensional_lumber,posts_timbers,heavy_framing,beam,Douglas Fir 3x12x20' #2&BTR,DF-L,DF-L|HF,Allowed,#2&Btr,#2,KD,2.5,11.25,,240,,3x12,2.5x11.25,LF,EA,20,46.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy_framing|beams|lintels|structural,R502|R602,N,,,,,,,,STOCK,,,
TBR-1050,DFL-TBR-6x8-8FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 6x8x8',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,5.5,7.5,,96,,6x8,5.5x7.5,LF,EA,8,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1051,DFL-TBR-6x8-10FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 6x8x10',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,5.5,7.5,,120,,6x8,5.5x7.5,LF,EA,10,34.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1052,DFL-TBR-6x8-12FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 6x8x12',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,5.5,7.5,,144,,6x8,5.5x7.5,LF,EA,12,41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1053,DFL-TBR-6x8-16FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 6x8x16',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,5.5,7.5,,192,,6x8,5.5x7.5,LF,EA,16,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1054,DFL-TBR-6x8-20FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 6x8x20',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,5.5,7.5,,240,,6x8,5.5x7.5,LF,EA,20,68.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1055,DFL-TBR-6x10-8FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 6x10x8',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,5.5,9.5,,96,,6x10,5.5x9.5,LF,EA,8,34.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1056,DFL-TBR-6x10-10FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 6x10x10',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,5.5,9.5,,120,,6x10,5.5x9.5,LF,EA,10,43.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1057,DFL-TBR-6x10-12FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 6x10x12',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,5.5,9.5,,144,,6x10,5.5x9.5,LF,EA,12,52.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1058,DFL-TBR-6x10-16FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 6x10x16',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,5.5,9.5,,192,,6x10,5.5x9.5,LF,EA,16,69.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1059,DFL-TBR-6x10-20FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 6x10x20',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,5.5,9.5,,240,,6x10,5.5x9.5,LF,EA,20,87.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1060,DFL-TBR-6x12-8FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 6x12x8',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,5.5,11.5,,96,,6x12,5.5x11.5,LF,EA,8,42.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1061,DFL-TBR-6x12-10FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 6x12x10',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,5.5,11.5,,120,,6x12,5.5x11.5,LF,EA,10,52.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1062,DFL-TBR-6x12-12FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 6x12x12',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,5.5,11.5,,144,,6x12,5.5x11.5,LF,EA,12,63.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1063,DFL-TBR-6x12-16FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 6x12x16',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,5.5,11.5,,192,,6x12,5.5x11.5,LF,EA,16,84.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1064,DFL-TBR-6x12-20FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 6x12x20',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,5.5,11.5,,240,,6x12,5.5x11.5,LF,EA,20,105.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1065,DFL-TBR-8x8-8FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 8x8x8',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,7.5,7.5,,96,,8x8,7.5x7.5,LF,EA,8,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1066,DFL-TBR-8x8-10FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 8x8x10',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,7.5,7.5,,120,,8x8,7.5x7.5,LF,EA,10,46.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1067,DFL-TBR-8x8-12FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 8x8x12',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,7.5,7.5,,144,,8x8,7.5x7.5,LF,EA,12,56.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1068,DFL-TBR-8x8-16FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 8x8x16',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,7.5,7.5,,192,,8x8,7.5x7.5,LF,EA,16,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1069,DFL-TBR-8x8-20FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 8x8x20',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,7.5,7.5,,240,,8x8,7.5x7.5,LF,EA,20,93.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1070,DFL-TBR-8x10-8FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 8x10x8',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,7.5,9.5,,96,,8x10,7.5x9.5,LF,EA,8,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1071,DFL-TBR-8x10-10FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 8x10x10',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,7.5,9.5,,120,,8x10,7.5x9.5,LF,EA,10,59.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1072,DFL-TBR-8x10-12FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 8x10x12',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,7.5,9.5,,144,,8x10,7.5x9.5,LF,EA,12,71.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1073,DFL-TBR-8x10-16FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 8x10x16',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,7.5,9.5,,192,,8x10,7.5x9.5,LF,EA,16,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1074,DFL-TBR-8x10-20FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 8x10x20',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,7.5,9.5,,240,,8x10,7.5x9.5,LF,EA,20,118.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1075,DFL-TBR-8x12-8FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 8x12x8',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,7.5,11.5,,96,,8x12,7.5x11.5,LF,EA,8,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1076,DFL-TBR-8x12-10FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 8x12x10',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,7.5,11.5,,120,,8x12,7.5x11.5,LF,EA,10,71.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1077,DFL-TBR-8x12-12FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 8x12x12',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,7.5,11.5,,144,,8x12,7.5x11.5,LF,EA,12,86.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1078,DFL-TBR-8x12-16FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 8x12x16',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,7.5,11.5,,192,,8x12,7.5x11.5,LF,EA,16,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
TBR-1079,DFL-TBR-8x12-20FT,dimensional_lumber,posts_timbers,structural_timber,timber,Douglas Fir Timber 8x12x20',DF-L,DF-L|HF,Allowed,#1,#1,S-GRN,7.5,11.5,,240,,8x12,7.5x11.5,LF,EA,20,143.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timber|post_beam|heavy_structural|exposed,R502|R602,N,,,,,,,,ORDER,3,,
FR-PLY-1080,FR-CDX-12-4X8,structural_panels,plywood,fire_retardant,sheathing,"Fire Retardant CDX Plywood 1/2"" 4x8",SYP,,EquivalentOnlySameSpec,CDX,,,0.5,,,,,,,SF,SHT,,,32,32.0,,,,,,48,96,,EXP1,SQ,PS1,Hoover,Pyro-Guard,,,,,,,,,,,,,,,,,fire_rated|type_iii|type_v|code_required,R302,N,,,,,,,,ORDER,5,,
FR-PLY-1081,FR-ACX-12-4X8,structural_panels,plywood,fire_retardant,sheathing,"Fire Retardant ACX Plywood 1/2"" 4x8",SYP,,EquivalentOnlySameSpec,ACX,,,0.5,,,,,,,SF,SHT,,,32,32.0,,,,,,48,96,,EXP1,SQ,PS1,Hoover,Pyro-Guard,,,,,,,,,,,,,,,,,fire_rated|type_iii|type_v|code_required,R302,N,,,,,,,,ORDER,5,,
FR-PLY-1082,FR-CDX-58-4X8,structural_panels,plywood,fire_retardant,sheathing,"Fire Retardant CDX Plywood 5/8"" 4x8",SYP,,EquivalentOnlySameSpec,CDX,,,0.625,,,,,,,SF,SHT,,,32,32.0,,,,,,48,96,,EXP1,SQ,PS1,Hoover,Pyro-Guard,,,,,,,,,,,,,,,,,fire_rated|type_iii|type_v|code_required,R302,N,,,,,,,,ORDER,5,,
FR-PLY-1083,FR-ACX-58-4X8,structural_panels,plywood,fire_retardant,sheathing,"Fire Retardant ACX Plywood 5/8"" 4x8",SYP,,EquivalentOnlySameSpec,ACX,,,0.625,,,,,,,SF,SHT,,,32,32.0,,,,,,48,96,,EXP1,SQ,PS1,Hoover,Pyro-Guard,,,,,,,,,,,,,,,,,fire_rated|type_iii|type_v|code_required,R302,N,,,,,,,,ORDER,5,,
FR-PLY-1084,FR-CDX-34-4X8,structural_panels,plywood,fire_retardant,sheathing,"Fire Retardant CDX Plywood 3/4"" 4x8",SYP,,EquivalentOnlySameSpec,CDX,,,0.75,,,,,,,SF,SHT,,,32,32.0,,,,,,48,96,,EXP1,SQ,PS1,Hoover,Pyro-Guard,,,,,,,,,,,,,,,,,fire_rated|type_iii|type_v|code_required,R302,N,,,,,,,,ORDER,5,,
FR-PLY-1085,FR-ACX-34-4X8,structural_panels,plywood,fire_retardant,sheathing,"Fire Retardant ACX Plywood 3/4"" 4x8",SYP,,EquivalentOnlySameSpec,ACX,,,0.75,,,,,,,SF,SHT,,,32,32.0,,,,,,48,96,,EXP1,SQ,PS1,Hoover,Pyro-Guard,,,,,,,,,,,,,,,,,fire_rated|type_iii|type_v|code_required,R302,N,,,,,,,,ORDER,5,,
MAR-PLY-1086,MARINE-AB-12-4X8,structural_panels,plywood,marine,sheathing,"Marine Grade AB Plywood 1/2"" 4x8",DF,,EquivalentOnlySameSpec,AB,,,0.5,,,,,,,SF,SHT,,,32,32.0,,,,,,48,96,,EXT,SQ,PS1,,,,,,,,,,,,,,,,,,,marine|exterior|wet_area|boat_building,R602.3,N,,,,,,,,ORDER,7,,
MAR-PLY-1087,MARINE-AB-34-4X8,structural_panels,plywood,marine,sheathing,"Marine Grade AB Plywood 3/4"" 4x8",DF,,EquivalentOnlySameSpec,AB,,,0.75,,,,,,,SF,SHT,,,32,32.0,,,,,,48,96,,EXT,SQ,PS1,,,,,,,,,,,,,,,,,,,marine|exterior|wet_area|boat_building,R602.3,N,,,,,,,,ORDER,7,,
FORM-PLY-1088,FORM-BBOES-58-4X8,structural_panels,plywood,grain_transfer,forming,"Concrete Form BBOES Grain Transfer 5/8"" 4x8",SYP,,EquivalentOnlySameSpec,BBOES,,,0.625,,,,,,,SF,SHT,,,32,32.0,,,,,,48,96,,EXT,SQ,,,,,,,,,,,,,,,,,,,,concrete_forming|foundation|reusable,R602.3,N,,,,,,,,ORDER,3,,"Mill applied release agent, sealed edges"
FORM-PLY-1089,FORM-BBOES-34-4X8,structural_panels,plywood,grain_transfer,forming,"Concrete Form BBOES Grain Transfer 3/4"" 4x8",SYP,,EquivalentOnlySameSpec,BBOES,,,0.75,,,,,,,SF,SHT,,,32,32.0,,,,,,48,96,,EXT,SQ,,,,,,,,,,,,,,,,,,,,concrete_forming|foundation|reusable,R602.3,N,,,,,,,,ORDER,3,,"Mill applied release agent, sealed edges"
FORM-PLY-1090,FORM-MDO-58-4X8,structural_panels,plywood,mdo_overlay,forming,"Concrete Form MDO Smooth Transfer 5/8"" 4x8",SYP,,EquivalentOnlySameSpec,MDO,,,0.625,,,,,,,SF,SHT,,,32,32.0,,,,,,48,96,,EXT,SQ,,,,,,,,,,,,,,,,,,,,concrete_forming|foundation|reusable,R602.3,N,,,,,,,,ORDER,3,,"Mill applied release agent, sealed edges"
FORM-PLY-1091,FORM-MDO-34-4X8,structural_panels,plywood,mdo_overlay,forming,"Concrete Form MDO Smooth Transfer 3/4"" 4x8",SYP,,EquivalentOnlySameSpec,MDO,,,0.75,,,,,,,SF,SHT,,,32,32.0,,,,,,48,96,,EXT,SQ,,,,,,,,,,,,,,,,,,,,concrete_forming|foundation|reusable,R602.3,N,,,,,,,,ORDER,3,,"Mill applied release agent, sealed edges"
